User_ID,Session_ID,Event,Timestamp,Device,Region,Channel,Product_Category,Revenue,Bounce_Flag
USR00016,SES00016,Browse,2026-02-27 01:36:38,Mobile,North,Social Media,Fashion,0.0,No
USR00016,SES00016,Add to Cart,2026-02-27 01:40:38,Desktop,South,Organic,Electronics,0.0,No
USR00016,SES00016,Checkout,2026-02-27 01:44:38,Tablet,West,Organic,Beauty,0.0,No
USR00016,SES00016,Purchase,2026-02-27 01:49:38,Desktop,East,Email,Fashion,1756.27,No
USR00017,SES00017,Browse,2026-03-11 08:45:20,Desktop,South,Email,Beauty,0.0,Yes
USR00017,SES00017,Add to Cart,2026-03-11 08:49:20,Tablet,North,Social Media,Fashion,0.0,Yes
USR00018,SES00018,Browse,2026-02-16 23:07:03,Desktop,South,Social Media,Home,0.0,Yes
USR00018,SES00018,Add to Cart,2026-02-16 23:11:03,Tablet,South,Email,Beauty,0.0,Yes
USR00019,SES00019,Browse,2026-03-17 23:59:04,Desktop,East,Email,Fashion,0.0,Yes
USR00020,SES00020,Browse,2026-02-17 05:27:37,Desktop,West,Email,Beauty,0.0,Yes
USR00020,SES00020,Add to Cart,2026-02-17 05:30:37,Tablet,East,Social Media,Sports,0.0,Yes
USR00021,SES00021,Browse,2026-02-26 12:23:05,Desktop,West,Email,Sports,0.0,Yes
USR00021,SES00021,Add to Cart,2026-02-26 12:28:05,Mobile,North,Social Media,Electronics,0.0,Yes
USR00022,SES00022,Browse,2026-03-18 04:26:37,Tablet,North,Organic,Electronics,0.0,Yes
USR00022,SES00022,Add to Cart,2026-03-18 04:31:37,Tablet,West,Social Media,Sports,0.0,Yes
USR00022,SES00022,Checkout,2026-03-18 04:36:37,Desktop,North,Social Media,Beauty,0.0,Yes
USR00023,SES00023,Browse,2026-03-11 05:51:23,Tablet,East,Google Ads,Electronics,0.0,Yes
USR00023,SES00023,Add to Cart,2026-03-11 05:56:23,Tablet,South,Social Media,Fashion,0.0,Yes
USR00023,SES00023,Checkout,2026-03-11 06:00:23,Tablet,South,Google Ads,Beauty,0.0,Yes
USR00024,SES00024,Browse,2026-02-20 09:10:08,Desktop,East,Google Ads,Electronics,0.0,Yes
USR00025,SES00025,Browse,2026-03-13 08:59:02,Tablet,North,Google Ads,Sports,0.0,Yes
USR00026,SES00026,Browse,2026-03-05 08:58:24,Tablet,South,Social Media,Fashion,0.0,Yes
USR00027,SES00027,Browse,2026-02-20 00:58:17,Tablet,East,Email,Electronics,0.0,Yes
USR00027,SES00027,Add to Cart,2026-02-20 01:00:17,Mobile,North,Social Media,Fashion,0.0,Yes
USR00027,SES00027,Checkout,2026-02-20 01:04:17,Desktop,West,Google Ads,Home,0.0,Yes
USR00028,SES00028,Browse,2026-03-12 14:46:48,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00029,SES00029,Browse,2026-03-04 04:12:46,Desktop,North,Social Media,Home,0.0,Yes
USR00030,SES00030,Browse,2026-02-26 12:33:16,Desktop,East,Social Media,Fashion,0.0,Yes
USR00031,SES00031,Browse,2026-03-03 11:31:08,Desktop,East,Email,Home,0.0,Yes
USR00032,SES00032,Browse,2026-03-08 13:18:14,Tablet,West,Social Media,Electronics,0.0,Yes
USR00032,SES00032,Add to Cart,2026-03-08 13:20:14,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00033,SES00033,Browse,2026-02-25 17:20:40,Mobile,West,Organic,Home,0.0,Yes
USR00033,SES00033,Add to Cart,2026-02-25 17:25:40,Tablet,North,Social Media,Fashion,0.0,Yes
USR00034,SES00034,Browse,2026-02-17 08:37:37,Tablet,West,Organic,Beauty,0.0,Yes
USR00034,SES00034,Add to Cart,2026-02-17 08:41:37,Desktop,South,Organic,Fashion,0.0,Yes
USR00034,SES00034,Checkout,2026-02-17 08:43:37,Desktop,East,Organic,Fashion,0.0,Yes
USR00035,SES00035,Browse,2026-02-25 02:54:56,Mobile,North,Google Ads,Electronics,0.0,Yes
USR00035,SES00035,Add to Cart,2026-02-25 02:58:56,Tablet,South,Organic,Beauty,0.0,Yes
USR00035,SES00035,Checkout,2026-02-25 03:03:56,Tablet,South,Email,Sports,0.0,Yes
USR00036,SES00036,Browse,2026-03-17 16:01:56,Mobile,West,Email,Electronics,0.0,Yes
USR00036,SES00036,Add to Cart,2026-03-17 16:05:56,Tablet,East,Social Media,Fashion,0.0,Yes
USR00037,SES00037,Browse,2026-03-04 20:29:03,Mobile,West,Google Ads,Home,0.0,Yes
USR00037,SES00037,Add to Cart,2026-03-04 20:33:03,Mobile,South,Email,Fashion,0.0,Yes
USR00038,SES00038,Browse,2026-03-06 11:50:08,Tablet,West,Social Media,Fashion,0.0,Yes
USR00038,SES00038,Add to Cart,2026-03-06 11:52:08,Desktop,East,Email,Home,0.0,Yes
USR00039,SES00039,Browse,2026-02-17 00:32:52,Tablet,East,Organic,Home,0.0,Yes
USR00039,SES00039,Add to Cart,2026-02-17 00:34:52,Mobile,North,Organic,Sports,0.0,Yes
USR00039,SES00039,Checkout,2026-02-17 00:39:52,Mobile,South,Organic,Home,0.0,Yes
USR00040,SES00040,Browse,2026-02-23 20:36:33,Mobile,West,Email,Sports,0.0,Yes
USR00040,SES00040,Add to Cart,2026-02-23 20:41:33,Tablet,North,Social Media,Home,0.0,Yes
USR00040,SES00040,Checkout,2026-02-23 20:45:33,Mobile,West,Social Media,Electronics,0.0,Yes
USR00041,SES00041,Browse,2026-03-13 09:41:03,Tablet,East,Google Ads,Fashion,0.0,Yes
USR00042,SES00042,Browse,2026-02-22 12:13:35,Mobile,North,Social Media,Beauty,0.0,No
USR00042,SES00042,Add to Cart,2026-02-22 12:16:35,Mobile,East,Email,Electronics,0.0,No
USR00042,SES00042,Checkout,2026-02-22 12:18:35,Mobile,West,Social Media,Electronics,0.0,No
USR00042,SES00042,Purchase,2026-02-22 12:20:35,Tablet,North,Google Ads,Fashion,1512.07,No
USR00043,SES00043,Browse,2026-03-04 17:32:24,Tablet,South,Social Media,Beauty,0.0,Yes
USR00044,SES00044,Browse,2026-02-28 09:53:51,Desktop,West,Email,Fashion,0.0,Yes
USR00044,SES00044,Add to Cart,2026-02-28 09:55:51,Mobile,East,Email,Home,0.0,Yes
USR00044,SES00044,Checkout,2026-02-28 09:59:51,Mobile,North,Email,Sports,0.0,Yes
USR00045,SES00045,Browse,2026-03-11 05:37:38,Tablet,East,Social Media,Electronics,0.0,Yes
USR00045,SES00045,Add to Cart,2026-03-11 05:39:38,Desktop,North,Social Media,Beauty,0.0,Yes
USR00045,SES00045,Checkout,2026-03-11 05:43:38,Mobile,South,Google Ads,Fashion,0.0,Yes
USR00046,SES00046,Browse,2026-03-12 03:46:20,Tablet,North,Organic,Beauty,0.0,Yes
USR00046,SES00046,Add to Cart,2026-03-12 03:49:20,Mobile,East,Organic,Electronics,0.0,Yes
USR00047,SES00047,Browse,2026-02-26 07:32:26,Desktop,East,Social Media,Fashion,0.0,Yes
USR00047,SES00047,Add to Cart,2026-02-26 07:34:26,Desktop,South,Google Ads,Electronics,0.0,Yes
USR00047,SES00047,Checkout,2026-02-26 07:37:26,Tablet,North,Organic,Home,0.0,Yes
USR00048,SES00048,Browse,2026-03-14 22:28:10,Mobile,South,Email,Electronics,0.0,Yes
USR00049,SES00049,Browse,2026-03-17 08:17:38,Mobile,East,Organic,Fashion,0.0,Yes
USR00050,SES00050,Browse,2026-02-22 10:09:08,Tablet,North,Google Ads,Sports,0.0,Yes
USR00051,SES00051,Browse,2026-03-01 18:32:00,Mobile,East,Google Ads,Electronics,0.0,Yes
USR00051,SES00051,Add to Cart,2026-03-01 18:34:00,Tablet,South,Google Ads,Sports,0.0,Yes
USR00052,SES00052,Browse,2026-03-08 07:02:30,Mobile,North,Email,Electronics,0.0,No
USR00052,SES00052,Add to Cart,2026-03-08 07:06:30,Mobile,North,Organic,Electronics,0.0,No
USR00052,SES00052,Checkout,2026-03-08 07:10:30,Desktop,North,Email,Home,0.0,No
USR00052,SES00052,Purchase,2026-03-08 07:14:30,Tablet,East,Organic,Electronics,816.75,No
USR00053,SES00053,Browse,2026-03-09 18:42:19,Mobile,North,Social Media,Home,0.0,Yes
USR00053,SES00053,Add to Cart,2026-03-09 18:45:19,Tablet,North,Google Ads,Home,0.0,Yes
USR00054,SES00054,Browse,2026-03-01 05:42:34,Mobile,East,Email,Beauty,0.0,Yes
USR00054,SES00054,Add to Cart,2026-03-01 05:44:34,Mobile,South,Organic,Fashion,0.0,Yes
USR00054,SES00054,Checkout,2026-03-01 05:46:34,Tablet,South,Email,Sports,0.0,Yes
USR00055,SES00055,Browse,2026-03-07 08:39:01,Mobile,East,Social Media,Home,0.0,No
USR00055,SES00055,Add to Cart,2026-03-07 08:41:01,Tablet,West,Organic,Home,0.0,No
USR00055,SES00055,Checkout,2026-03-07 08:46:01,Desktop,North,Organic,Beauty,0.0,No
USR00055,SES00055,Purchase,2026-03-07 08:50:01,Desktop,North,Email,Beauty,211.69,No
USR00056,SES00056,Browse,2026-03-11 03:37:35,Mobile,West,Social Media,Sports,0.0,Yes
USR00056,SES00056,Add to Cart,2026-03-11 03:39:35,Tablet,West,Organic,Home,0.0,Yes
USR00057,SES00057,Browse,2026-02-24 15:23:22,Desktop,North,Google Ads,Sports,0.0,Yes
USR00058,SES00058,Browse,2026-03-04 07:56:34,Desktop,East,Organic,Electronics,0.0,Yes
USR00058,SES00058,Add to Cart,2026-03-04 07:59:34,Desktop,South,Organic,Home,0.0,Yes
USR00059,SES00059,Browse,2026-02-24 23:36:35,Desktop,West,Google Ads,Electronics,0.0,Yes
USR00059,SES00059,Add to Cart,2026-02-24 23:41:35,Desktop,East,Social Media,Sports,0.0,Yes
USR00060,SES00060,Browse,2026-02-24 12:20:12,Mobile,North,Organic,Electronics,0.0,Yes
USR00060,SES00060,Add to Cart,2026-02-24 12:22:12,Tablet,East,Organic,Electronics,0.0,Yes
USR00060,SES00060,Checkout,2026-02-24 12:24:12,Tablet,West,Organic,Beauty,0.0,Yes
USR00061,SES00061,Browse,2026-02-24 12:02:09,Mobile,East,Google Ads,Home,0.0,Yes
USR00061,SES00061,Add to Cart,2026-02-24 12:04:09,Mobile,North,Social Media,Fashion,0.0,Yes
USR00061,SES00061,Checkout,2026-02-24 12:06:09,Desktop,West,Organic,Sports,0.0,Yes
USR00062,SES00062,Browse,2026-03-14 04:13:48,Mobile,East,Organic,Fashion,0.0,Yes
USR00062,SES00062,Add to Cart,2026-03-14 04:15:48,Mobile,West,Email,Electronics,0.0,Yes
USR00063,SES00063,Browse,2026-03-05 03:07:09,Tablet,North,Social Media,Fashion,0.0,Yes
USR00064,SES00064,Browse,2026-03-18 02:40:49,Tablet,South,Email,Sports,0.0,Yes
USR00064,SES00064,Add to Cart,2026-03-18 02:45:49,Desktop,South,Social Media,Fashion,0.0,Yes
USR00065,SES00065,Browse,2026-02-25 02:04:59,Tablet,East,Email,Home,0.0,Yes
USR00065,SES00065,Add to Cart,2026-02-25 02:08:59,Desktop,West,Social Media,Home,0.0,Yes
USR00065,SES00065,Checkout,2026-02-25 02:10:59,Desktop,East,Social Media,Sports,0.0,Yes
USR00066,SES00066,Browse,2026-03-16 20:15:35,Mobile,West,Google Ads,Sports,0.0,Yes
USR00066,SES00066,Add to Cart,2026-03-16 20:18:35,Desktop,South,Google Ads,Home,0.0,Yes
USR00067,SES00067,Browse,2026-03-13 06:23:11,Desktop,East,Organic,Sports,0.0,Yes
USR00067,SES00067,Add to Cart,2026-03-13 06:25:11,Tablet,West,Organic,Home,0.0,Yes
USR00068,SES00068,Browse,2026-03-04 04:01:41,Desktop,North,Social Media,Electronics,0.0,Yes
USR00068,SES00068,Add to Cart,2026-03-04 04:06:41,Tablet,North,Email,Home,0.0,Yes
USR00069,SES00069,Browse,2026-02-27 22:49:56,Desktop,North,Organic,Fashion,0.0,Yes
USR00070,SES00070,Browse,2026-02-23 12:33:48,Tablet,West,Email,Sports,0.0,Yes
USR00070,SES00070,Add to Cart,2026-02-23 12:35:48,Tablet,South,Google Ads,Sports,0.0,Yes
USR00070,SES00070,Checkout,2026-02-23 12:38:48,Mobile,West,Google Ads,Sports,0.0,Yes
USR00071,SES00071,Browse,2026-03-08 19:39:01,Tablet,West,Organic,Electronics,0.0,Yes
USR00071,SES00071,Add to Cart,2026-03-08 19:41:01,Tablet,West,Social Media,Fashion,0.0,Yes
USR00071,SES00071,Checkout,2026-03-08 19:45:01,Tablet,East,Social Media,Home,0.0,Yes
USR00072,SES00072,Browse,2026-03-12 12:21:16,Mobile,East,Organic,Beauty,0.0,Yes
USR00073,SES00073,Browse,2026-03-13 08:34:52,Desktop,East,Google Ads,Fashion,0.0,Yes
USR00073,SES00073,Add to Cart,2026-03-13 08:37:52,Mobile,East,Email,Fashion,0.0,Yes
USR00074,SES00074,Browse,2026-02-28 00:56:49,Desktop,North,Organic,Home,0.0,Yes
USR00074,SES00074,Add to Cart,2026-02-28 00:59:49,Desktop,North,Social Media,Home,0.0,Yes
USR00074,SES00074,Checkout,2026-02-28 01:01:49,Tablet,West,Email,Beauty,0.0,Yes
USR00075,SES00075,Browse,2026-02-27 05:03:14,Tablet,South,Organic,Electronics,0.0,Yes
USR00075,SES00075,Add to Cart,2026-02-27 05:07:14,Tablet,North,Social Media,Home,0.0,Yes
USR00075,SES00075,Checkout,2026-02-27 05:10:14,Mobile,South,Google Ads,Home,0.0,Yes
USR00076,SES00076,Browse,2026-02-27 23:43:26,Tablet,North,Social Media,Beauty,0.0,Yes
USR00076,SES00076,Add to Cart,2026-02-27 23:48:26,Desktop,East,Social Media,Home,0.0,Yes
USR00076,SES00076,Checkout,2026-02-27 23:53:26,Tablet,South,Organic,Sports,0.0,Yes
USR00077,SES00077,Browse,2026-02-23 23:17:45,Tablet,South,Google Ads,Beauty,0.0,Yes
USR00077,SES00077,Add to Cart,2026-02-23 23:19:45,Mobile,West,Email,Sports,0.0,Yes
USR00078,SES00078,Browse,2026-03-12 15:59:12,Tablet,West,Email,Beauty,0.0,Yes
USR00078,SES00078,Add to Cart,2026-03-12 16:03:12,Desktop,West,Google Ads,Beauty,0.0,Yes
USR00078,SES00078,Checkout,2026-03-12 16:08:12,Mobile,North,Organic,Sports,0.0,Yes
USR00079,SES00079,Browse,2026-02-17 22:50:25,Mobile,North,Social Media,Sports,0.0,Yes
USR00079,SES00079,Add to Cart,2026-02-17 22:52:25,Tablet,North,Email,Sports,0.0,Yes
USR00080,SES00080,Browse,2026-02-21 03:27:00,Desktop,West,Social Media,Beauty,0.0,Yes
USR00081,SES00081,Browse,2026-03-02 17:55:55,Desktop,North,Organic,Fashion,0.0,Yes
USR00081,SES00081,Add to Cart,2026-03-02 17:57:55,Mobile,North,Social Media,Electronics,0.0,Yes
USR00082,SES00082,Browse,2026-02-28 12:50:50,Desktop,North,Organic,Electronics,0.0,No
USR00082,SES00082,Add to Cart,2026-02-28 12:55:50,Mobile,North,Organic,Electronics,0.0,No
USR00082,SES00082,Checkout,2026-02-28 12:59:50,Desktop,West,Social Media,Fashion,0.0,No
USR00082,SES00082,Purchase,2026-02-28 13:01:50,Tablet,East,Email,Home,1392.93,No
USR00083,SES00083,Browse,2026-03-03 06:58:42,Desktop,East,Organic,Electronics,0.0,No
USR00083,SES00083,Add to Cart,2026-03-03 07:03:42,Desktop,West,Email,Sports,0.0,No
USR00083,SES00083,Checkout,2026-03-03 07:05:42,Tablet,North,Organic,Beauty,0.0,No
USR00083,SES00083,Purchase,2026-03-03 07:07:42,Desktop,West,Social Media,Beauty,235.25,No
USR00084,SES00084,Browse,2026-03-05 12:03:12,Mobile,North,Organic,Fashion,0.0,Yes
USR00085,SES00085,Browse,2026-02-23 03:57:43,Desktop,South,Email,Electronics,0.0,Yes
USR00085,SES00085,Add to Cart,2026-02-23 04:00:43,Mobile,East,Organic,Sports,0.0,Yes
USR00086,SES00086,Browse,2026-03-06 14:16:55,Mobile,South,Organic,Beauty,0.0,Yes
USR00086,SES00086,Add to Cart,2026-03-06 14:18:55,Desktop,South,Email,Fashion,0.0,Yes
USR00087,SES00087,Browse,2026-03-11 23:22:18,Tablet,East,Google Ads,Sports,0.0,Yes
USR00088,SES00088,Browse,2026-03-07 08:40:14,Mobile,North,Social Media,Beauty,0.0,Yes
USR00088,SES00088,Add to Cart,2026-03-07 08:42:14,Desktop,North,Social Media,Electronics,0.0,Yes
USR00088,SES00088,Checkout,2026-03-07 08:46:14,Tablet,East,Email,Sports,0.0,Yes
USR00089,SES00089,Browse,2026-03-18 04:23:03,Tablet,East,Social Media,Home,0.0,Yes
USR00090,SES00090,Browse,2026-03-08 22:01:36,Mobile,North,Social Media,Electronics,0.0,Yes
USR00090,SES00090,Add to Cart,2026-03-08 22:04:36,Mobile,South,Social Media,Fashion,0.0,Yes
USR00091,SES00091,Browse,2026-03-17 23:04:26,Tablet,South,Social Media,Electronics,0.0,Yes
USR00092,SES00092,Browse,2026-03-15 00:34:51,Tablet,North,Email,Sports,0.0,Yes
USR00092,SES00092,Add to Cart,2026-03-15 00:39:51,Mobile,West,Social Media,Fashion,0.0,Yes
USR00092,SES00092,Checkout,2026-03-15 00:42:51,Tablet,South,Social Media,Beauty,0.0,Yes
USR00093,SES00093,Browse,2026-02-28 16:52:14,Tablet,North,Organic,Electronics,0.0,No
USR00093,SES00093,Add to Cart,2026-02-28 16:56:14,Desktop,West,Email,Fashion,0.0,No
USR00093,SES00093,Checkout,2026-02-28 16:58:14,Mobile,West,Email,Sports,0.0,No
USR00093,SES00093,Purchase,2026-02-28 17:00:14,Desktop,South,Google Ads,Sports,1268.6,No
USR00094,SES00094,Browse,2026-03-09 08:32:32,Desktop,West,Google Ads,Electronics,0.0,Yes
USR00094,SES00094,Add to Cart,2026-03-09 08:34:32,Mobile,West,Google Ads,Beauty,0.0,Yes
USR00095,SES00095,Browse,2026-03-11 19:05:29,Desktop,West,Email,Beauty,0.0,Yes
USR00095,SES00095,Add to Cart,2026-03-11 19:09:29,Mobile,North,Email,Beauty,0.0,Yes
USR00096,SES00096,Browse,2026-03-02 02:22:39,Desktop,North,Social Media,Electronics,0.0,Yes
USR00096,SES00096,Add to Cart,2026-03-02 02:26:39,Tablet,East,Email,Electronics,0.0,Yes
USR00096,SES00096,Checkout,2026-03-02 02:28:39,Desktop,East,Social Media,Sports,0.0,Yes
USR00097,SES00097,Browse,2026-03-07 02:03:06,Mobile,North,Google Ads,Home,0.0,Yes
USR00097,SES00097,Add to Cart,2026-03-07 02:05:06,Mobile,North,Google Ads,Fashion,0.0,Yes
USR00097,SES00097,Checkout,2026-03-07 02:10:06,Desktop,East,Organic,Fashion,0.0,Yes
USR00098,SES00098,Browse,2026-03-16 04:48:18,Tablet,South,Organic,Beauty,0.0,No
USR00098,SES00098,Add to Cart,2026-03-16 04:53:18,Tablet,North,Social Media,Sports,0.0,No
USR00098,SES00098,Checkout,2026-03-16 04:55:18,Tablet,North,Social Media,Sports,0.0,No
USR00098,SES00098,Purchase,2026-03-16 04:58:18,Mobile,South,Social Media,Electronics,711.37,No
USR00099,SES00099,Browse,2026-03-02 18:20:23,Desktop,West,Social Media,Home,0.0,Yes
USR00100,SES00100,Browse,2026-03-14 23:03:38,Desktop,North,Social Media,Electronics,0.0,Yes
USR00100,SES00100,Add to Cart,2026-03-14 23:06:38,Desktop,East,Email,Fashion,0.0,Yes
USR00101,SES00101,Browse,2026-02-20 19:36:40,Mobile,East,Organic,Sports,0.0,Yes
USR00101,SES00101,Add to Cart,2026-02-20 19:41:40,Mobile,South,Social Media,Sports,0.0,Yes
USR00102,SES00102,Browse,2026-02-24 09:08:17,Tablet,West,Social Media,Electronics,0.0,Yes
USR00103,SES00103,Browse,2026-03-14 22:55:10,Mobile,West,Organic,Sports,0.0,Yes
USR00104,SES00104,Browse,2026-02-18 22:52:15,Mobile,South,Email,Electronics,0.0,Yes
USR00104,SES00104,Add to Cart,2026-02-18 22:54:15,Desktop,South,Social Media,Fashion,0.0,Yes
USR00105,SES00105,Browse,2026-03-15 19:46:16,Tablet,South,Email,Electronics,0.0,Yes
USR00106,SES00106,Browse,2026-02-24 19:44:16,Mobile,West,Organic,Beauty,0.0,Yes
USR00106,SES00106,Add to Cart,2026-02-24 19:47:16,Tablet,East,Email,Electronics,0.0,Yes
USR00106,SES00106,Checkout,2026-02-24 19:51:16,Mobile,East,Google Ads,Beauty,0.0,Yes
USR00107,SES00107,Browse,2026-03-04 04:03:14,Mobile,South,Organic,Sports,0.0,Yes
USR00108,SES00108,Browse,2026-03-17 07:19:07,Desktop,West,Social Media,Home,0.0,Yes
USR00108,SES00108,Add to Cart,2026-03-17 07:22:07,Tablet,South,Social Media,Sports,0.0,Yes
USR00109,SES00109,Browse,2026-02-27 21:13:47,Mobile,South,Organic,Electronics,0.0,Yes
USR00109,SES00109,Add to Cart,2026-02-27 21:17:47,Desktop,West,Google Ads,Fashion,0.0,Yes
USR00109,SES00109,Checkout,2026-02-27 21:22:47,Tablet,West,Email,Beauty,0.0,Yes
USR00110,SES00110,Browse,2026-02-26 01:46:39,Desktop,West,Organic,Home,0.0,No
USR00110,SES00110,Add to Cart,2026-02-26 01:51:39,Mobile,South,Google Ads,Fashion,0.0,No
USR00110,SES00110,Checkout,2026-02-26 01:56:39,Desktop,West,Social Media,Home,0.0,No
USR00110,SES00110,Purchase,2026-02-26 02:01:39,Mobile,East,Email,Fashion,452.77,No
USR00111,SES00111,Browse,2026-03-12 18:02:05,Tablet,South,Google Ads,Electronics,0.0,Yes
USR00112,SES00112,Browse,2026-03-01 06:03:14,Tablet,South,Google Ads,Beauty,0.0,Yes
USR00112,SES00112,Add to Cart,2026-03-01 06:06:14,Tablet,South,Email,Sports,0.0,Yes
USR00113,SES00113,Browse,2026-03-11 23:31:29,Mobile,West,Social Media,Beauty,0.0,No
USR00113,SES00113,Add to Cart,2026-03-11 23:34:29,Tablet,West,Google Ads,Electronics,0.0,No
USR00113,SES00113,Checkout,2026-03-11 23:38:29,Mobile,West,Organic,Beauty,0.0,No
USR00113,SES00113,Purchase,2026-03-11 23:41:29,Tablet,East,Organic,Electronics,1469.19,No
USR00114,SES00114,Browse,2026-03-18 14:20:34,Mobile,South,Social Media,Home,0.0,Yes
USR00114,SES00114,Add to Cart,2026-03-18 14:25:34,Desktop,South,Email,Fashion,0.0,Yes
USR00114,SES00114,Checkout,2026-03-18 14:28:34,Mobile,South,Organic,Sports,0.0,Yes
USR00115,SES00115,Browse,2026-03-05 16:36:13,Mobile,West,Google Ads,Fashion,0.0,Yes
USR00115,SES00115,Add to Cart,2026-03-05 16:38:13,Mobile,East,Google Ads,Fashion,0.0,Yes
USR00115,SES00115,Checkout,2026-03-05 16:43:13,Tablet,East,Google Ads,Home,0.0,Yes
USR00116,SES00116,Browse,2026-02-21 01:49:39,Desktop,South,Email,Beauty,0.0,Yes
USR00116,SES00116,Add to Cart,2026-02-21 01:51:39,Desktop,East,Organic,Fashion,0.0,Yes
USR00117,SES00117,Browse,2026-02-22 11:33:46,Mobile,West,Organic,Beauty,0.0,Yes
USR00117,SES00117,Add to Cart,2026-02-22 11:36:46,Mobile,South,Google Ads,Beauty,0.0,Yes
USR00118,SES00118,Browse,2026-03-04 23:39:20,Tablet,West,Social Media,Fashion,0.0,Yes
USR00118,SES00118,Add to Cart,2026-03-04 23:42:20,Mobile,East,Email,Fashion,0.0,Yes
USR00118,SES00118,Checkout,2026-03-04 23:44:20,Tablet,East,Social Media,Fashion,0.0,Yes
USR00119,SES00119,Browse,2026-03-17 14:05:28,Desktop,East,Email,Fashion,0.0,No
USR00119,SES00119,Add to Cart,2026-03-17 14:07:28,Tablet,East,Organic,Sports,0.0,No
USR00119,SES00119,Checkout,2026-03-17 14:10:28,Mobile,West,Organic,Electronics,0.0,No
USR00119,SES00119,Purchase,2026-03-17 14:14:28,Mobile,West,Google Ads,Electronics,1937.22,No
USR00120,SES00120,Browse,2026-03-13 20:47:38,Desktop,North,Social Media,Electronics,0.0,Yes
USR00121,SES00121,Browse,2026-02-18 05:37:40,Desktop,North,Organic,Home,0.0,No
USR00121,SES00121,Add to Cart,2026-02-18 05:39:40,Mobile,North,Email,Beauty,0.0,No
USR00121,SES00121,Checkout,2026-02-18 05:44:40,Desktop,North,Organic,Home,0.0,No
USR00121,SES00121,Purchase,2026-02-18 05:49:40,Tablet,South,Email,Home,1105.99,No
